text,blanks
"Realizing, too late, the implications of your interest in ______ as a child.",1
"Recently, Northernlion has felt woefully insecure due to ______.",1
"Rev up those ______, because I am sure hungry for one- HELP! HELP!",1
"Rock and Roll is nothing but ______ and the rage of ______!",2
"Roguelike? How about ______ -like.",1
"Rolling around at the speed of ______!",1
"Roses and her hammer collection defeated an entire squadron of ______.",1
"RT Recap, featuring ______!",1
"Rumor has it that Vladimir Putin's favorite delicacy is ______ stuffed with ______.",2
"S-Shut up!! I-It's not like I'm ______ or anything.",1
"Sad Panda is actually ______ and ______.",2
"Sage has presented JO with the new ecchi series ______.",1
"Sasuke has ______ implants.",1
"Say that to my face one more time and I'll start ______.",1
"Scientists have reverse engineered alien technology that unlocks the secrets of ______.",1
"Sean got his head stuck in ______.",1
"Select two cards to create your team name.",2
"She'll thaw out if you try ______.",1
"Should the Elements of Harmony fail, ______ is to be used as a last resort.",1
"Shout out to my mom. Called my Teddy Bear ______.",1
"Shout out to ______!",1
"Show me on ______, where he ______.",2
"Simple dog ate and vomited ______.",1
"Smarty's darkest fear is ______.",1
"Snowflame feels no ______.",1
"Snowflame found a new love besides cocaine. What is it?",1
"So just who is this Henry Goto fellow, anyway?",1
"So let's dig into ______ #1.",1
"So wait, ______ was actually ______? Wow, I didn't see that one coming!",2
"So, I was just walking along, until suddenly ______ came along and attacked me.",1
"So, what have you learned from all of this?",1
"Some fangirls lay awake all night thinking of ______ and ______ together.",2
"Someday when I have kids, I want to share with them the joys of ______.",1
"Sometimes, a man's just gotta ______.",1
"Sorry Mario, but ______ is in another castle.",1
"Starting Canadian Black Cards",1
"STOP OR I WILL ______.",1
"Stop, drop, and ______.",1
"Suck my ______.",1
"Suffer, like ______ did.",1
"Super Speedy ______ Squeezy 5000.",1
"Surprisingly, Canterlot has a museum of ______.",1
"Take this! My love, my anger, and all of my ______!",1
"Take ______, it will last longer.",1
"Taking pride in one's collection of ______.",1
"Tara taught me that if you're going to engage in ______, then ______ isn't a good idea.",2
"Tastes like ______.",1
"Technology improves every day. One day soon, surfing the web will be replaced by ______.",1
"Tehsmarty loves the smell of ______ in the morning.",1
test,1
"Thanks to ______ for this week's theme song.",1
"That ______ has sailed.",1
"That's not a squid! It's ______!",1
"That's the second biggest ______ I've ever seen!",1
"That's the way ______ did it, that's the way ______ does it, and it''s worked out pretty well so far.",2
"The 1930's is often regarded as the golden age of ______.",1
"The best Bad Movie Beatdown sketch is where Film Brain ropes Lordhebe into ______.",1
"The best English dub I've ever heard is the one for ______.",1
"The best final fantasy game was ______.",1
"The best part of my ______ costume is ______.",2
"The best way to be comfy when playing video games is with ______.",1
"The Chocolate Underground stopped the Good For You Party by capturing their ______ and exposing their leader as ______.",2
"The comment section was nothing but ______ arguing about ______.",2
"The controversy over ad-blocking could be easily solved by ______.",1
"The Creatures' next member is ______.",1
"The easiest way to counteract a DMCA takedown notice is with ______.",1
"The Elements of Harmony were originally the Elements of ______.",1
"The English dub of ______ sucks worse than ______.",2
"The Everfree forest is full of ______.",1
"The first rule of Jade Club is ______.",1
"The forum nearly broke when ______ posted ______ in The Dead Thread.",2
"The future of gaming lies with the ______.",1
"The government of Japan recently passed a law that effectively forbids all forms of ______.",1
"The Grumps' latest silly player names are ______ and ______.",2
"The hero of the stream was ______.",1
"The hills are alive with ______ of ______.",2
"The Himalayas are filled with many perils, such as ______.",1
"The Holy Trinity: ______, ______, and ______!",3
"The inspiration behind the latest hit show is ______.",1
"The invasion of Molassia was tragically thwarted by ______.",1
"The last time Welshy and Film Brain were in a room together, they ended up ______.",1
"The lion, the witch, and ______.",1
"The MAGFest Nerf War took a dark turn when ______ was waylaid by ______.",2
"The mo&eacute; debate was surprisingly civil until someone mentioned ______.",1
"The most annoying kind of anime fans are ______.",1
"The most controversial game at PAX this year is an 8-bit indie platformer about ______.",1
"The most controversial game at PAX this year is an 8-bit indie platformer about ______. (38/44)",1
"The most overused anime cliche is ______.",1
"The most pleasant surprise I've had this year.",1
"The most recent item in my search history.",1
"The national anthem of Equestria is ______.",1
"The new fad diet is all about making people do ______ and eat ______.",2
"The new Gurren Lagann blurays from Aniplex will literally cost you ______.",1
"The new ititeration in the Call of Duty franchise has players fighting off ______ deep in the jungles of ______",2
"The new manga from ______ is about a highschool girl discovering ______.",2
"The new Nintendo ______ is a big gimmick.",1
"The new site that will overtake TGWTG is ______.",1
"The new TF2 promo items are based on ______.",1
"The newest fanfic trend is turning ______ into ______.",2
"The newest feature of the Xbox One is ______.",1
"The newest IP from Nintendo, Super ______ Bros.",1
"The newest Rap Libs makes extensive use of the phrase "" ______.""",1
"The newest reviewer addition to the site specializes in ______.",1
"The newest trope against women in video games: ______.",1
"The next Assassin's Creed game will take place in ______.",1
"The next big Tokusatsu show: ""Super Sentai ______ Ranger!""",1
"The next crossover will have ______ and ______ review ______.",3
"The next movie reading will be of ______.",1
"The next person to leave Channel Awesome will announce their departure via ______.",1
"The next pokemon will combine ______ and ______.",2
"The next Renegade Cut is about ______ in a beloved children's movie.",1
"The next RvB cameo will be voiced by ______.",1
"The next TGWTG porn spoof? ______ with ______!",2
"The Nostalgia Critic will NEVER review ______.",1
"The OGN was fun, but there was far too much ______ cosplay.",1
"The only thing Linkara would sell his soul for is ______.",1
"The only way NL is ever going to make it to Hell in Spelunky is by using ______.",1
"The only way to get Opal in the bath is with ______.",1
"The panel I'm looking forward to most at AC this year is...",1
"The president has been kidnapped by ______. Are you a bad enough dude to rescue the president?",1
"The primitive villagers were both shocked and amazed when I showed them ______.",1
"The princess is in another ______",1
"The rarest Pok&eacute;mon in my collection is ______.",1
"The RDA chat knew Nash was trolling them when he played ______.",1
"The real reason I got into the fandom? ______.",1
"The real reason MAGFest was ruined was ______.",1
"The reason I go to church is to learn about ______.",1
"The reason Linkara doesn't like milk in his cereal is ______.",1
"The road to success is paved with ______.",1
"The sad truth is, that at the edge of the universe, there is nothing but ______.",1
"The secret of Linkara's magic gun is ______.",1
"The seldomly mentioned 4th little pig built his house out of ______.",1
"The show was great, until ______ showed up.",1
"The Smithsonian Museum of Natural History has just opened an exhibit on ______.",1
"The stream broke when Ryuka stepped on the ______ key.",1
"The stream was going well until ______.",1
"The theme of this week's WTFIWWY is ______.",1
"The victim was found with ______.",1
"The war's over. We're holding a parade in ______ 's honor. ______ drives the float, and ______ is in charge of confetti.",3
"The website was almost called ""thatguywith ______.com"".",1
"The World Line was changed when I sent a D-mail to myself about ______.",1
"The worst mishap caused by Princess Cadance was when she made ______ and ______ fall in love.",2
"The Xbox One's DRM policy isn't half as bad as ______.",1
"The Youtube chat proved ineffective, so instead we had to communicate via ______.",1
"There are guilty pleasures. And then there's ______.",1
"There is a time for peace, a time for war, and a time for ______.",1
"There was a riot at the Gearbox panel when they gave the attendees ______.",1
"There was a riot at the Gearbox panel when they gave the attendees ______. (41/44)",1
"There were ALOT of ______ doing ______.",2
"There's ______ in my soup.",1
"They are the prey, and we are the ______.",1
"They even took ______! Who does that?!",1
"They questioned Ryan's sanity after finding ______ in his house.",1
"They're just going to spend all that money on ______.",1
"Think before you ______.",1
"This doujinshi I just bought has ______ and ______ getting it on, hardcore.",2
"This is our final battle. Mark my words, I will defeat you, ______!",1
"This is the way the world ends This is the way the world ends Not with a bang but with ______.",1
"This morning, hundreds of Japanese otaku lined up outside their favorite store to buy the limited collector's edition of ______.",1
"This new game is an interesting ______ -like-like.",1
"This time on Brutalmoose's Top 10, his guest was ______.",1
"This time on Guest Grumps, we have ______.",1
"This time on ______ vs. ______, we're playing ______.",3
"This week on AHWU, ______.",1
"This week on Immersion, we are going to test ______.",1
"This week on VS, ______ challenges ______ to a game of ______.",3
"This week, Nash's beer is made with ______.",1
"This weekend, the nation of Haganistan will once again commence its annual celebration of ______.",1
"This will be the 6th time we've posted ______ ; we've become increasingly efficient at it.",1
"This year, I totally lucked out and found ______ in the dealer's room.",1
"This year, I'm totally gonna cosplay as ______.",1
"THIS ______ HAS BEEN PASSED DOWN THE ARMSTRONG FAMILY LINE FOR GENERATIONS!!!",1
"This ______ of mine glows with an awesome power! Its ______ tells me to defeat you!",2
"Though Thomas Edison invented the lightbulb, he is also known for giving us ______.",1
"Throwaway round: Get rid of those shit cards you don't want. Thanks for all the suggestions, /v/",1
"To much controversy, Princess Celestia made ______ illegal.",1
"To save the world, you must collect all 7 ______.",1
"To top One More Day, future comic writers will use ______ to break up a relationship.",1
"To troll the RDA chat this time, Todd requested a song by ______.",1
"Today on Crusader Kings 2, NL plays King ______ the ______.",2
"Today's trivia topic is ______.",1
"Today, Mayor Mare announced her official campaign position on ______ and ______. No pony was the least bit surprised.",2
"Todd in the Shadows broke the Not a Rhyme button when the singer tried to rhyme ______ with ______.",2
"Todd knew he didn't have a chance after trying to seduce Lupa with ______.",1
"Tom is good, but he's not ______ good.",1
"Top five games, go! 1? Mega Man X. 2-5? ______.",1
"TotalBiscuit's top hat is actually ______.",1
"Travel by ______.",1
"Truly and without question, ______ is the manliest of all men.",1
"Turns out, that wasn't tea in MikeJ's cup, it was ______.",1
"Twilight got bored with the magic of friendship, and now studies the magic of ______.",1
"Twilight Sparkle owns far more books on ______ than she'd like to admit.",1
"Two Best Friends Play ______.",1
"Use your ______!",1
"Using alchemy, combine ______ and ______ to make ______!",3
"Using my power of Geass, I command you to do... THIS!",1
"Valve is going to make ______ 2 before they release HL3.",1
"Vegeta, what does the scouter say?",1
"Viewers were shocked when Paw declared ______ the best song of the movie.",1
"Viral marketers are trying to push the new ______.",1
"VS: Where the ______ happens!",1
"WAIT! I have an idea! It involves using ______!",1
"Wake up, Mr. Freeman. Wake up and ______.",1
"WANTED: $50,000,000,000 reward for the apprehension of ______.",1
"Watch it! Or I'll take your ______.",1
"We all made a mistake when we ate ______ at MAGFest.",1
"We just adopted ______ from the pound.",1
"we must embrace ______ and burn it as fuel for out journey.",1
"We need to talk about your whole gallon of ______.",1
"WE WERE FIGHTING LIKE ______.",1
"WE WILL DRAG THIS ______ INTO THE 21ST CENTURY.",1
"We ______ now.",1
"We'll always have ______.",1
"We're having technical difficulties due to ______.",1
"We're rolling in ______!",1
"Welcome back to The Binding of Isaac. Today's challenge run will be based on ______.",1
"Welcome back to ______.",1
"Welcome home, Master! Is there anything your servant girl can bring you today?",1
"Welcome to my secret lair on ______.",1
"Welcome to Sonic Team! We make ______, I think!",1
"Well there's nothing wrong with ______ by any stretch of the imagination.",1
"Well, I've read enough fanfic about ______ and Lupa to last a lifetime.",1
"Welshy is to ______ as Sad Panda is to ______.",2
"What am I willing to put up with today?",1
"What are fire hydrants called in England?",1
"What are the two worst cards in your hand right now?",2
"What broke Nash this week?",1
"What can be found in Arin's chins?",1
"What can change the nature of a man?",1
"What can you always find in between the couch cushions?",1
"What delayed the next History of Power Rangers?",1
"What did Criken do this time to break ARMA III?",1
"What did Doug bring to the set of To Boldly Flee?",1
"What did I preorder at gamestop?",1
"What did Mitch or Bajan Canadian find in the fridge today?",1
"What did Pewdiepie overreact to on his channel today?",1
"What did the commenters bitch about next to Doug?",1
"What do Brad and Floyd like to do after a long day?",1
"What do I hate most about anime?",1
"What do I keep hidden in the crawlspace?",1
"What do I love most about anime?",1
"What do Mumbo's magic words mean?",1
"What do otaku smell like?",1
"What do you give to the CEO of Youtube as a gift?",1
"What does Alucard have nightmares about?",1
"What does Linkara eat with his chicken strips?",1
"What does Nash like to sing about?",1
"What does Ryan's kid listen to?",1
"What does Todd look like under his mask?",1
"What does Ven have to do now?",1
"What doesn't go there?",1
"What doesn't work that way?",1
"What else does Diamanda Hagan have to live with every day?",1
"What gave Ohmwrecker his gaming powers?",1
"What have you accomplished today?",1
"What hot, trendy new dance will feature in Paw's next Dance Spectacular?",1
"What if ______ was a girl?",1
"What interrupted the #NLSS?",1
"WHAT IS A MAN?",1
"What is a ______ but a ______?",2
"What is as low as the standards of the 90's Kid?",1
"What is Curious George so curious about?",1
"What is Game Night?",1
"What is hidden in Linkara's hat?",1
"What is in Sci Fi Guy's vest?",1
"What is Japan's national pastime?",1
"What is literally the only thing tastier than a dragon's soul?",1
"What is literally worse than Hitler?",1
"What is love without ______?",1
"What is mo&eacute;?",1
"What is Snowflame's only known weakness?",1
"What is the answer to life's question?",1
"What is the boopinest shit?",1
"What is the meaning of life?",1
"What is the name of the next new Channel Awesome contributor?",1
"What is the new mustard paste?",1
"What is the next big sideshow attraction?",1
"What is the next great Kickstarter project?",1
"What is the real reason Demo Reel failed?",1
"What is the saddest thing you've ever seen?",1
"What is the worst thing anyone could say in front of the police?",1
"What is your biggest feature?",1
"What is your favorite book?",1
"What is your mating call?",1
"What killed Harvey Finevoice's son?",1
"What made Dodger ban someone from the RDA chat this week?",1
"What made Spock cry?",1
"What made you happy today?",1
"What makes Caboose angry?",1
"What makes Michael the angriest?",1
"What mildy annoyed you today?",1
"What mysteries lie beyond Jack's beard?",1
"What new upgrade did Nash give Laura?",1
"What strange Korean delicacy will Mark enjoy today?",1
"WHAT THE FUCK DID YOU SAY ABOUT ME YOU ______?",1
"WHAT THE FUCK IS A ______?!",1
"What the fuck is wrong with you?",1
"What the hell is ""Juvijuvibro""?!",1
"What was going through Osama Bin Laden's head before he died?",1
"What was the big prize this time around at the Thrown Controllers panel?",1
"What was the first sign that Linkara was turning evil?",1
"What will Nash try to kill next with his hammer?",1
"What will Tara name her next hippo?",1
"What will Xyzzy take over the world with?",1
"What will YouTube add in its next unneeded update?",1
"What would be your chosen catchphrase?",1
"What would Ohm do?",1
"What would you do if Ohm really did just die?",1
"What would you taste like?",1
"What wouldn't I fuck?",1
"What's a paladin?",1
"What's better than Skyward Sword?",1
"What's holding up the site redesign?",1
"What's in Gavin's desk?",1
"What's in the box, /v/?",1
"What's really inside the Plot Hole?",1
"What's the latest bullshit that's troubling this quaint fantasy town?",1
"What's the next Happy Meal&reg; toy?",1
"What's the real reason Jon left?",1
"What's the real reason nobody has ever played the TGWTG Panel Drinking Game?",1
"What's the time? ______ time!",1
"What's up next on WTFIWWY?",1
"When Arlo The Orc turns into a werewolf, he likes to snack on ______.",1
"When Barta isn't talking he's ______.",1
"When Henry Goto is alone and thinks that no one's looking, he secretly enjoys ______.",1
"When I am the President of the United States, I will create the Department of ______.",1
"When I found all 7 Dragon Balls, Shenron granted me my wish for ______.",1
"When I look in the mirror I see ______.",1
"When I thought I couldn't go any lower, I realized I would probably fuck ______.",1
"When I was 25, I won an award for ______.",1
"When I was a kid, all we had in Lunchables were three ______ and ______.",2
"When interviewing Linkara, be sure to ask him about ______!",1
"When is the next History of Power Rangers coming out?",1
"When it comes to hentai, nothing gets me hotter than ______.",1
"When it comes to Japanese cuisine, there's simply nothing better than ______.",1
"When Luna got to the moon, she was greeted with ______.",1
"When no one else is around, sometimes I consider doing things with ______.",1
"When North Korea gets ______, it will be the end of the world.",1
"When not reviewing or ruling Haganistan with an iron fist, Hagan's hobby is ______.",1
"When short on money, you can always ______.",1
"When Sp00n finally removed his horsemask on the livestream, we saw ______.",1
"When Spike is asleep, Twilight likes to read books about ______.",1
"When the JesuOtaku stream got to the ""awful part of the night,"" the GreatSG video featured ______.",1
"When you see it... you don't see ______.",1
"Whenever I ______, take a drink.",1
"Whenever I'm splashed with cold water, I turn into ______.",1
"Where are we going for lunch?",1
"Where does Ray belong?",1
"Where'd he purchase that?",1
"While everyone else seems to have a deep, instinctual fear of ______, it just turns me on.",1
"While writing Dragon Ball, Akira Toriyama would occasionally take a break from working to enjoy ______.",1
"Who are you callin' ______ so short he can't see over his own ______?!?!",2
"Who cares about the printing press, did that medieval peasant girl just invent ______?!",1
"Who could have guessed that the alien invasion would be easily thwarted by ______.",1
"Who dunnit? ______ with ______ in ______.",3
"Who has a fake Internet girlfriend?",1
"Who is GLaDOS's next test subject?",1
"Who knew I'd be able to make a living off of ______?",1
"Who let the dogs out?",1
"Who needs a bidet when you have ______?",1
"Who needs college when you have ______.",1
"Who placed first in the most recent Shonen Jump popularity poll?",1
"Who REALLY called Oancitizen to help him snap out of his ennui?",1
"Who replaced Jon when he left GameGrumps?",1
"Who the hell do you think I am?!",1
"Who would have guessed that the alien invasion would be easily thwarted by ______.",1
"Who's an asshole?",1
"Whoa, I might fantasize about ______, but I'd never actually go that far in real life.",1
"Whose ass did Zodann kick this time?",1
"Why are there six ______ when there are only four ______?",2
"Why are we here?",1
"Why are you frothing with rage?",1
"Why are you making chocolate pudding at 4 in the morning?",1
"Why can't Film Brain stop extending his final vowels?",1
"Why did Nash go to Chicago?",1
"Why does Linkara have all of those Cybermats?",1
"Why doesn't Doug ever attend MAGFest?",1
"Why doesn't Film Brain have an actual reviewer costume?",1
"Why is Geoff cool?",1
"Why is Steam Train so controversial?",1
"Why is the ______ fandom the worst?",1
"Why was Michael screaming at Gavin?",1
"Why was Radio Dead Air shut down this time?",1
"With a million times the destructive force of all our nuclear weapons combined, no one was able to survive ______.",1
"With Democrats and Republicans in a dead heat, the election was snatched by ______ party.",1
"With the Democrats and Republicans in a dead heat, the election was snatched by the ______ party.",1
"Without any warning, Pinkie Pie burst into a song about ______.",1
"wooooooow, it took all 3 of you to ______",1
"WOOP WOOP WOOP I'M A ______!",1
"Would you guys still like me if my name was ______?",1
"Would you rather suck ______, or get dicked by ______?",2
"Write Linkara's next storyline as a haiku.",3
"Yaar's mother is ______.",1
"Yeah, I know I have a lot of ______ in my favorites, but I'm just here for the art.",1
"Yeah, well, my dad works for ______.",1
"Yo-Ho-Ho! He took a bite of ______.",1
"Yoko Kanno's latest musical score features a song sung entirely by ______.",1
"You are already ______.",1
"You can try to justify ______ all you want, but you don't have to be ______ to realize it's just plain wrong.",2
"You don't know who ______ is? They're the one that draws ______.",2
"You guys are so wrong. Obviously, ______ is best waifu.",1
"You have been banned. Reason: ______.",1
"You have been found guilty of 5 counts of ______, and 13 counts of ______.",2
"You have my bow. AND MY ______.",1
"You know what fan mail makes me the happiest every time I see it? It's the ones where people are like, "" ______.""",1
"You may be a robot, but I AM ______!",1
"You need to ______ your asshole, it's vital to this operation.",1
"You see, I'm simply ______.",1
"You sometimes wish you'd encounter ______ while all alone, in the woods. With a bottle of lube.",1
"You threw it against the wall like a ______!",1
"You used ______. It's super effective!",1
"You were almost a ______ sandwich!",1
"You're a human transported to Equestria! The first thing you'd look for is ______.",1
"You're ruining my integrity! ______ won't hire me now!",1
"You're so ______ I'll have to delete you.",1
"Zecora is a well known supplier of ______ and ______.",2
"ZeRoyalViking's up and coming game company, ""ZEA"" accredits their success to ______.",1
"______ + ______ = Golby.",2
"______ 2012.",1
"______ : Achievement unlocked.",1
"______ : Better than deer shit!",1
"______ : Gotta go fast!",1
"______ : Horrible tragedy, or sexual opportunity?",1
"______ : The Northernlion Story.",1
"______ : The ______ Story.",2
"______ a day keeps ______ away.",2
"______ ALL THE ______.",2
"______ and ______ are in the worst comic Linkara ever read.",2
"______ and ______ are the new hot couple.",2
"______ and ______ would make awesome siblings.",2
"______ are definitely the new huskies.",1
"______ are so goddamn cool.",1
"______ caused Northernlion to take stupid damage.",1
"______ confirmed for Super Smash Bros!",1
"______ did ______ to avoid ______.",3
"______ didn't make it onto the first AT4W DVD.",1
"______ don't even cost this less!",1
"______ for president!",1
"______ fucking ______. Now that's hot.",2
"______ Game of the Year Edition.",1
"______ Grumps!",1
"______ has aged really well.",1
"______ has changed.",1
"______ has invaded!",1
"______ has no games.",1
"______ has the ""mount"" keyword.",1
"______ has won the national Equestrian award for ______.",2
"______ in my pants.",1
"______ is 2deep and edgy for you.",1
"______ is a lie.",1
"______ is a pretty cool guy",1
"______ is a pretty cool guy, eh ______ and doesn't afraid of anything.",2
"______ is a shining example of what those with autism can really do.",1
"______ is best pony.",1
"______ is camping my lane.",1
"______ is GREAT GREAT GREAT!",1
"______ is Jon's favorite video game of all time.",1
"______ is my spirit animal.",1
"______ is my worst habit.",1
"______ is no substitute for social skills, but it's a start.",1
"______ is not Jon's strong suit.",1
"______ is only on the site because of ______.",2
"______ is part of the WTFIWWY wheelhouse.",1
"______ is probably a Venusaur kind of guy.",1
"______ is really essential to completing the game.",1
"______ is something else Diamanda Hagan has to live with every day.",1
"______ Is the best item in The Binding of Isaac.",1
"______ is the best ______ ever. Of all time.",2
"______ is the cancer killing video games.",1
"______ is the greatest Canadian.",1
"______ is the name of my ______ cover band.",2
"______ is the only thing that matters.",1
"______ is the reason Linkara doesn't like to swear.",1
"______ is the reason that ______ picked ""AIDS.""",2
"______ is the root of all evil.",1
"______ is the subject of the Critic's newest review.",1
"______ is the subject of the missing short from The Uncanny Valley.",1
"______ is the theme of this year's anniversary crossover.",1
"______ is the worst item in The Binding of Isaac.",1
"______ is the worst on the Podcast.",1
"______ is waiting for your challenge!",1
"______ is ______ as dicks.",2
"______ is/are Northernlion's worst nightmare.",1
"______ Jesus is the Jesus of ______.",2
"______ looks pretty in all the art, but have you seen one in real life?",1
"______ makes me uncomfortable.",1
"______ needs more gay.",1
"______ only, no items, Final Destination.",1
"______ ruined many people's childhood.",1
"______ ruined the fandom.",1
"______ sappin' my sentry.",1
"______ should be on TGWTG.",1
"______ should ______ ______.",3
"______ sounds like a great alternative rock band.",1
"______ TEAM RULES!!",1
"______ Train!",1
"______ uses ______. It is SUPER EFFECTIVE!",2
"______ vs. ______. BEST. FIGHT. EVER.",2
"______ was banned from tinychat because of ______.",2
"______ was completely avoidable!",1
"______ was full of leeches.",1
"______ was indicted on account of ______.",2
"______ was the first thing to go when Hagan took over the world.",1
"______ will be Linkara's next cosplay.",1
"______ will be the subject of the next TGWTG panel at MAGFest.",1
"______ will live!",1
"______ WINS!",1
"______ wins! ______ is a horse!",2
"______ would like to play.",1
"______ wound up in this week's top WTFIWWY story.",1
"______! Get off the ______!",2
"______! What are you doing here?",1
"______! You know, for kids.",1
"______, the one you want to get DDoS'd",1
"______. And now I'm bleeding.",1
"______. BELIEVE IT!",1
"______. Everything else is uncivilized.",1
"______. Goddammit, Japan.",1
"______. HE DEDD.",1
"______. I AAAAAAIN'&trade;T HAVIN'&trade; THAT SHIT!",1
"______. It's no use!",1
"______. MILLIONS ARE DEAD!!!",1
"______. Only on Toonami",1
"______. Put that in, Barry.",1
"______. So kawaii!! <3 <3",1
"______. That is my fetish.",1
"______. That is the kind of man I was.",1
"______. That's top.",1
"______. This is like one of my Japanese animes!",1
"______. This is what my life has come to.",1
"______. With onions.",1
"______. Yeah, that's a pretty interesting way to die.",1
"______. YOU SHOULD BE WATCHING.",1
"______. ______ never changes.",2
______.tumblr.com,1
"______? FRY. EYES.",1
"______? It's a DLC item.",1
"______? Oh murr.",1
"______? Oh, yeah, I could get my mouth around that.",1
"______? Pretty smart. ______? Pretty fuckin' smart. ______? FUCKING GENIUS!!!!",3
"______? Ten-outta-ten!",1
"______? That's future Spike's problem.",1
"______? Well, I won't look a gift horse in the mouth on that one.",1
